Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location,latlng,lat,lng
20-26953,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/12/2020,01/14/2021,10501023300,BARCELONA WINE BAR,,1200  VILLA PL  110,NASHVILLE,TN,37212.0,17.0,37016300.0,"1200 VILLA PL 110
NASHVILLE, TN 37212
(36.142756, -86.791967)","36.142756, -86.791967",36.142756, -86.791967
21-27074,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/04/2021,05/14/2021,10600003100,LA MEXICANA MARKET,,989  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,16.0,37015802.0,"989 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.129361, -86.714611)","36.129361, -86.714611",36.129361, -86.714611
21-27206,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2021,08/26/2021,09116001300,SMOKIN THIGHS,,4400  CHARLOTTE AVE,NASHVILLE,TN,37209.0,24.0,37013400.0,"4400 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152267, -86.839824)","36.152267, -86.839824",36.152267, -86.839824
T21-27435,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/06/2021,,09310048400,1 HOTEL NASHVILLE,,710  DEMONBREUN ST,NASHVILLE,TN,37203.0,19.0,37019500.0,"710 DEMONBREUN ST
NASHVILLE, TN 37203
(36.157138, -86.780246)","36.157138, -86.780246",36.157138, -86.780246
20-26954,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/12/2020,05/13/2021,09306009500,THE RIVER HOUSE,,313  DEMONBREUN ST,NASHVILLE,TN,37201.0,19.0,37019500.0,"313 DEMONBREUN ST
NASHVILLE, TN 37201
(36.159273, -86.775286)","36.159273, -86.775286",36.159273, -86.775286
20-26915,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/08/2020,05/13/2021,09314021600,THE BLUE ROOM,,623  7TH AVE S,NASHVILLE,TN,37203.0,19.0,37019500.0,"623 7TH AVE S
NASHVILLE, TN 37203
(36.15217, -86.777756)","36.15217, -86.777756",36.15217, -86.777756
19-25860,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/30/2019,06/28/2019,08309019400,CILANTRO FIVE POINTS MEXICAN GRILL,Yeon Su Na,972  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"972 MAIN ST
NASHVILLE, TN 37206
(36.177851, -86.752304)","36.177851, -86.752304",36.177851, -86.752304
19-25886,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/19/2019,11/12/2019,04300027300,YAZOO BREWING COMPANY,"Lila Hall - 50%, Linus Hall - 50%",900  RIVER BLUFF DR,MADISON,TN,37115.0,9.0,37010402.0,"900 RIVER BLUFF DR
MADISON, TN 37115
(36.275885, -86.68761)","36.275885, -86.68761",36.275885, -86.68761
19-25973,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2019,11/12/2019,09309007600,THE EASTERN PEAK--GOSSETT,Art Charnpanichka,133  12TH AVE N,NASHVILLE,TN,37203.0,19.0,37019500.0,"133 12TH AVE N
NASHVILLE, TN 37203
(36.158168, -86.788841)","36.158168, -86.788841",36.158168, -86.788841
21-27258,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2021,08/27/2021,09306205900,CHICKEN GUY,Bucky Mabe,139  2ND AVE N,NASHVILLE,TN,37201.0,19.0,37019500.0,"139 2ND AVE N
NASHVILLE, TN 37201
(36.163019, -86.775912)","36.163019, -86.775912",36.163019, -86.775912
21-27456,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/03/2021,03/11/2022,07106003000,TRINITY MARKET,,234 W TRINITY LN,NASHVILLE,TN,37207.0,2.0,37012702.0,"234 W TRINITY LN
NASHVILLE, TN 37207
(36.206689, -86.779156)","36.206689, -86.779156",36.206689, -86.779156
21-27285,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/09/2021,08/27/2021,13306023600,TAQUERIA EL POBLANO,,3707  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,26.0,37017500.0,"3707 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.095533, -86.737343)","36.095533, -86.737343",36.095533, -86.737343
18-25344,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/19/2018,03/02/2018,10314002600,LEMONGRASS THAI,,73  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.0,24.0,37018102.0,"73 WHITE BRIDGE PIKE
NASHVILLE, TN 37205",,,
21-27354,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/28/2021,08/30/2021,092140B00200CO,SAND BAR NASHVILLE,,3  CITY AVE  500,NASHVILLE,TN,37209.0,21.0,37014400.0,"3 CITY AVE 500
NASHVILLE, TN 37209
(36.152468, -86.820627)","36.152468, -86.820627",36.152468, -86.820627
19-26344,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/01/2019,04/23/2020,08314013700,FROTHY MONKEY,Ryan Pruitt,1701A  FATHERLAND ST,NASHVILLE,TN,37206.0,6.0,37012200.0,"1701A FATHERLAND ST
NASHVILLE, TN 37206
(36.173123, -86.739631)","36.173123, -86.739631",36.173123, -86.739631
20-26495,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/14/2020,04/23/2020,08213040500,BROOKLYN BOWL NASHVILLE,"Christopher Tucker Herndon, Trustee, Joseph Michael Hall, Trustee",925  3RD AVE N,NASHVILLE,TN,37201.0,19.0,37019400.0,"925 3RD AVE N
NASHVILLE, TN 37201
(36.172659, -86.783184)","36.172659, -86.783184",36.172659, -86.783184
21-27355,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/2021,08/30/2021,06700005600,JUNIPER GREEN,Molly Martin (50% owner of Bontemps),5022  OLD HYDES FERRY PIKE,NASHVILLE,TN,37218.0,1.0,37013100.0,"5022 OLD HYDES FERRY PIKE
NASHVILLE, TN 37218
(36.209401, -86.923735)","36.209401, -86.923735",36.209401, -86.923735
21-27309,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/22/2021,08/30/2021,09306113300,COPPER BRANCH,"Carmen Spence, Charles Spence",601  CHURCH ST,NASHVILLE,TN,37219.0,19.0,37019500.0,"601 CHURCH ST
NASHVILLE, TN 37219
(36.162624, -86.781404)","36.162624, -86.781404",36.162624, -86.781404
19-26101,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2019,07/11/2019,11714017600,CHAR RESTAURANT,"Benjamin John William Brock - 25%, David Alan Conn - 25%, James Douglas Hogrefe - 25%, Paul Bernard Schramkowski - 25%",3988  HILLSBORO PIKE,NASHVILLE,TN,37215.0,25.0,37017901.0,"3988 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.10495, -86.814464)","36.10495, -86.814464",36.10495, -86.814464
17-25127,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/14/2017,08/10/2017,10801006200,HAMPTON INN & SUITES NASHVILLE AIRPORT,,583  DONELSON PIKE,NASHVILLE,TN,37214.0,15.0,37015502.0,"583 DONELSON PIKE
NASHVILLE, TN 37214
(36.143063, -86.666577)","36.143063, -86.666577",36.143063, -86.666577
19-25923,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2019,08/28/2019,17100002400,BRENTWOOD SUITES HOTEL,,622  CHURCH ST E,BRENTWOOD,TN,37027.0,4.0,37018803.0,"622 CHURCH ST E
BRENTWOOD, TN 37027
(36.033528, -86.779253)","36.033528, -86.779253",36.033528, -86.779253
21-27178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/19/2021,03/11/2022,10513012900,BUTTERMILK RANCH,Jefferson Pennington,2407  12TH AVE S,NASHVILLE,TN,37204.0,18.0,37016900.0,"2407 12TH AVE S
NASHVILLE, TN 37204
(36.125723, -86.789323)","36.125723, -86.789323",36.125723, -86.789323
19-26048,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/20/2019,07/11/2019,11816003000,THE BLACK ABBEY BREWING COMPANY,Doug Franck - 1,2952  SIDCO DR,NASHVILLE,TN,37204.0,16.0,37980200.0,"2952 SIDCO DR
NASHVILLE, TN 37204
(36.105978, -86.755864)","36.105978, -86.755864",36.105978, -86.755864
22-27568,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/24/2022,03/11/2022,09215017100,SAMURAI,,2215  ELLISTON PL,NASHVILLE,TN,37203.0,21.0,37016500.0,"2215 ELLISTON PL
NASHVILLE, TN 37203
(36.151345, -86.804092)","36.151345, -86.804092",36.151345, -86.804092
18-25740,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/22/2018,07/11/2019,10516020300,TEMPO,,2179  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,17.0,37017200.0,"2179 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.127859, -86.753649)","36.127859, -86.753649",36.127859, -86.753649
22-27566,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/21/2022,03/11/2022,16000010200,SUDDEN SERVICE #6617,"Leslie Evans Cherry, Steven Ray Hostetter",5621  FRANKLIN PIKE,BRENTWOOD,TN,37027.0,34.0,37018700.0,"5621 FRANKLIN PIKE
BRENTWOOD, TN 37027
(36.037873, -86.786435)","36.037873, -86.786435",36.037873, -86.786435
22-27563,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/21/2022,03/11/2022,10601006200,SUDDEN SERVICE #6604,"Leslie Evans Cherry, Steven R. Hostetter",601  FESSLERS LN,NASHVILLE,TN,37210.0,19.0,37015900.0,"601 FESSLERS LN
NASHVILLE, TN 37210
(36.144067, -86.744143)","36.144067, -86.744143",36.144067, -86.744143
22-27565,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/21/2022,03/11/2022,17100010700,SUDDEN SERVICE #6615,"Leslie Evans Cherry, Steven Ray Hostetter",799  OLD HICKORY BLVD,BRENTWOOD,TN,37027.0,34.0,37018700.0,"799 OLD HICKORY BLVD
BRENTWOOD, TN 37027
(36.037449, -86.785582)","36.037449, -86.785582",36.037449, -86.785582
22-27551,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/18/2022,03/11/2022,14707007900,LAURA'S COCINA,,4407  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,27.0,37018904.0,"4407 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.073235, -86.72437)","36.073235, -86.72437",36.073235, -86.72437
21-27059,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2021,03/11/2022,093063A00300CO,THE TWELVE THIRTY CLUB,"James Liautaud (100% owner of 5B Investors LLC), Justin Timberlake (100% owner of TR1 Ventures LLC), Sam Fox (100% owner of Nickel Bee Investments)",550  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"550 BROADWAY
NASHVILLE, TN 37203
(36.160264, -86.778977)","36.160264, -86.778977",36.160264, -86.778977
22-27569,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/24/2022,03/11/2022,16500000000001,FOUR CORNERS MARINA,,4027  LAVERGNE COUCHVILLE PIKE,ANTIOCH,TN,37013.0,,15607128.0,"4027 LAVERGNE COUCHVILLE PIKE
ANTIOCH, TN 37013
(36.053051, -86.574086)","36.053051, -86.574086",36.053051, -86.574086
18-25771,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/09/2018,11/21/2019,09215017600,WINGSTOP,,2113  ELLISTON PL,NASHVILLE,TN,37203.0,21.0,37016500.0,"2113 ELLISTON PL
NASHVILLE, TN 37203
(36.151985, -86.803387)","36.151985, -86.803387",36.151985, -86.803387
22-27564,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/21/2022,03/11/2022,12002004700,SUDDEN SERVICE #6322,"Leslie Evans Cherry, Steven Ray Hostetter",1330  VULTEE BLVD,NASHVILLE,TN,37217.0,13.0,37015802.0,"1330 VULTEE BLVD
NASHVILLE, TN 37217
(36.124327, -86.69672)","36.124327, -86.69672",36.124327, -86.69672
19-26316,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/11/2019,11/21/2019,08102020000,EZ MART,10944 Edes Ave,2610  CLARKSVILLE PIKE,NASHVILLE,TN,37208.0,2.0,37013700.0,"2610 CLARKSVILLE PIKE
NASHVILLE, TN 37208
(36.186808, -86.819566)","36.186808, -86.819566",36.186808, -86.819566
20-26534,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/10/2020,04/23/2020,093064B00100CO,PALM RESTAURANT-NASHVILLE,,140  5TH AVE S,NASHVILLE,TN,37201.0,19.0,37019500.0,"140 5TH AVE S
NASHVILLE, TN 37201
(36.159159, -86.777556)","36.159159, -86.777556",36.159159, -86.777556
20-26542,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/16/2020,01/15/2021,09312012500,TENNESSEE CENTRAL RAILWAY MUSEUM,,220  WILLOW ST,NASHVILLE,TN,37210.0,19.0,37019600.0,"220 WILLOW ST
NASHVILLE, TN 37210
(36.154802, -86.754349)","36.154802, -86.754349",36.154802, -86.754349
19-26356,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",11/06/2019,01/15/2021,08212030500,CRAZY GNOME BREWERY,,948  MAIN ST,NASHVILLE,TN,37206.0,6.0,37019200.0,"948 MAIN ST
NASHVILLE, TN 37206
(36.177305, -86.753713)","36.177305, -86.753713",36.177305, -86.753713
20-26987,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/27/2020,01/15/2021,10412000300,ANZIE BLUE,DEREK VAN MOL. 47.5%,2111  BELCOURT AVE  101,NASHVILLE,TN,37212.0,18.0,37016800.0,"2111 BELCOURT AVE 101
NASHVILLE, TN 37212
(36.136725, -86.801837)","36.136725, -86.801837",36.136725, -86.801837
20-26977,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/19/2020,01/15/2021,02200016100,MAZATLAN GRILL,"Cristian Zaragoza 33.4%, Maria Yessica Carmona 33.3%",7246  WHITES CREEK PIKE,JOELTON,TN,37080.0,1.0,37010104.0,"7246 WHITES CREEK PIKE
JOELTON, TN 37080
(36.321483, -86.867503)","36.321483, -86.867503",36.321483, -86.867503
20-26919,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/14/2020,01/19/2021,03403012100,ARIGATO,JAE W SHIN,2021  GALLATIN PIKE N 216,MADISON,TN,37115.0,10.0,37010401.0,"2021 GALLATIN PIKE N 216
MADISON, TN 37115
(36.301909, -86.693065)","36.301909, -86.693065",36.301909, -86.693065
21-27107,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,09309016100,7-ELEVEN 41053H,DAVID SELTZER,1111  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"1111 BROADWAY
NASHVILLE, TN 37203
(36.156817, -86.786917)","36.156817, -86.786917",36.156817, -86.786917
20-26972,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/11/2020,05/14/2021,11603000500,AGAVES MEXICAN RESTAURANT,,4550  HARDING PIKE,NASHVILLE,TN,37205.0,24.0,37018000.0,"4550 HARDING PIKE
NASHVILLE, TN 37205
(36.123953, -86.849031)","36.123953, -86.849031",36.123953, -86.849031
21-27134,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,05/14/2021,08104022500,7-ELEVEN 41045H,DAVID SELTZER,2022  ROSA L PARKS BLVD,NASHVILLE,TN,37228.0,2.0,37013700.0,"2022 ROSA L PARKS BLVD
NASHVILLE, TN 37228
(36.188388, -86.79842)","36.188388, -86.79842",36.188388, -86.79842
21-27494,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/13/2021,03/14/2022,09216019000,DONATOS PIZZA,,1915  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"1915 BROADWAY
NASHVILLE, TN 37203
(36.14999, -86.7976)","36.14999, -86.7976",36.14999, -86.7976
19-26378,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2019,01/20/2021,093064C00200CO,THE HAMPTON SOCIAL,,222  2ND AVE S,NASHVILLE,TN,37201.0,19.0,37019500.0,"222 2ND AVE S
NASHVILLE, TN 37201
(36.159268, -86.773477)","36.159268, -86.773477",36.159268, -86.773477
21-27048,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/16/2021,05/14/2021,083060C01300CO,"EASTWOOD DELI CO, LLC",Stefanie Kisselburg -50% ownership,1896  EASTLAND AVE,NASHVILLE,TN,37206.0,6.0,37012100.0,"1896 EASTLAND AVE
NASHVILLE, TN 37206
(36.182609, -86.735366)","36.182609, -86.735366",36.182609, -86.735366
21-27155,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/07/2021,08/30/2021,03402008800,SIR PIZZA - RIVERGATE,Christopher Neighbours,913  RIVERGATE PKWY,GOODLETTSVILLE,TN,37072.0,10.0,37010401.0,"913 RIVERGATE PKWY
GOODLETTSVILLE, TN 37072
(36.298542, -86.700106)","36.298542, -86.700106",36.298542, -86.700106
21-27083,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/15/2021,05/14/2021,09306405500,BIG MACHINE BREWERY & DISTILLERY,,122  3RD AVE S,NASHVILLE,TN,37201.0,19.0,37019500.0,"122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)","36.160801, -86.77548",36.160801, -86.77548
20-26442,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/21/2020,08/30/2021,16300017000,JUICY SEAFOOD III,ZUO BIAO GAO,5314A  MT VIEW RD,ANTIOCH,TN,37013.0,32.0,37015629.0,"5314A MT VIEW RD
ANTIOCH, TN 37013
(36.04894, -86.648262)","36.04894, -86.648262",36.04894, -86.648262
22-28070,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2022,01/13/2023,06200006500,"GAYLORD SPRINGS GOLF LINKS (CLUBHOUSE, 1ST FLOOR)",,18  SPRINGHOUSE LN,NASHVILLE,TN,37214.0,15.0,37015300.0,"18 SPRINGHOUSE LN
NASHVILLE, TN 37214
(36.21957, -86.68005)","36.21957, -86.68005",36.21957, -86.68005
20-26467,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/03/2020,09/03/2020,14800029500,FAMILY DOLLAR STORE# 25657,Lonnie McCaffety,955  RICHARDS RD,ANTIOCH,TN,37013.0,28.0,37015615.0,"955 RICHARDS RD
ANTIOCH, TN 37013
(36.069147, -86.682865)","36.069147, -86.682865",36.069147, -86.682865
21-27108,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,07106001900,7-ELEVEN 41043H,DAVID SELTZER,2200  BRICK CHURCH PIKE,NASHVILLE,TN,37207.0,2.0,37012701.0,"2200 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.207277, -86.777902)","36.207277, -86.777902",36.207277, -86.777902
21-27104,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,09303013500,7-ELEVEN 41051H,DAVID SELTZER,227  SHELBY AVE,NASHVILLE,TN,37213.0,6.0,37019300.0,"227 SHELBY AVE
NASHVILLE, TN 37213
(36.165958, -86.766463)","36.165958, -86.766463",36.165958, -86.766463
21-27106,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,13400015900,7-ELEVEN 41080H,DAVID SELTZER,340  HARDING PL,NASHVILLE,TN,37211.0,13.0,37015613.0,"340 HARDING PL
NASHVILLE, TN 37211
(36.087001, -86.696463)","36.087001, -86.696463",36.087001, -86.696463
21-27202,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2021,08/30/2021,08309017800,BURGER & COMPANY,Bruce Leigh,1106  WOODLAND ST  1,NASHVILLE,TN,37206.0,6.0,37019200.0,"1106 WOODLAND ST 1
NASHVILLE, TN 37206
(36.177379, -86.749153)","36.177379, -86.749153",36.177379, -86.749153
21-27329,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2021,08/30/2021,09215009800,KOI SUSHI & THAI,,2214  ELLISTON PL  102,NASHVILLE,TN,37203.0,21.0,37016500.0,"2214 ELLISTON PL 102
NASHVILLE, TN 37203
(36.15081, -86.804661)","36.15081, -86.804661",36.15081, -86.804661
20-26485,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2020,04/24/2020,08104026400,Holiday Inn Express,,301  CLAY ST,NASHVILLE,TN,37208.0,21.0,37013700.0,"301 CLAY ST
NASHVILLE, TN 37208
(36.188357, -86.795528)","36.188357, -86.795528",36.188357, -86.795528
21-27105,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,09208031500,7-ELEVEN 41052H,DAVID SELTZER,1401  CHARLOTTE AVE,NASHVILLE,TN,37203.0,19.0,37014400.0,"1401 CHARLOTTE AVE
NASHVILLE, TN 37203
(36.160524, -86.794238)","36.160524, -86.794238",36.160524, -86.794238
21-27425,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2021,03/16/2022,09215010600,COCO'S ITALIAN CAFE,,210  LOUISE AVE,NASHVILLE,TN,37203.0,21.0,37016500.0,"210 LOUISE AVE
NASHVILLE, TN 37203
(36.15176, -86.805153)","36.15176, -86.805153",36.15176, -86.805153
18-25780,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2018,08/29/2019,07111000500,THE DIVE MOTEL,"George Hal Lyon Porter, Jr.",1414  DICKERSON PIKE,NASHVILLE,TN,37207.0,5.0,37011300.0,"1414 DICKERSON PIKE
NASHVILLE, TN 37207
(36.199118, -86.770413)","36.199118, -86.770413",36.199118, -86.770413
21-27103,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,05/14/2021,06004011100,7-ELEVEN 41042H,DAVID SELTZER,3144  DICKERSON PIKE,NASHVILLE,TN,37207.0,2.0,37011001.0,"3144 DICKERSON PIKE
NASHVILLE, TN 37207
(36.232694, -86.75872)","36.232694, -86.75872",36.232694, -86.75872
21-27139,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,05/14/2021,11714006400,7-ELEVEN 41069H,David Seltzer,3815  HILLSBORO PIKE,NASHVILLE,TN,37215.0,25.0,37017901.0,"3815 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.106175, -86.813651)","36.106175, -86.813651",36.106175, -86.813651
19-26157,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2019,08/29/2019,10308005400,NEIGHBORS SYLVAN PARK,,4425  MURPHY RD,NASHVILLE,TN,37209.0,24.0,37013400.0,"4425 MURPHY RD
NASHVILLE, TN 37209
(36.141014, -86.840092)","36.141014, -86.840092",36.141014, -86.840092
21-27136,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,05/14/2021,10406007300,7-ELEVEN 41054H,David Seltzer,3400  WEST END AVE,NASHVILLE,TN,37203.0,21.0,37016800.0,"3400 WEST END AVE
NASHVILLE, TN 37203
(36.138914, -86.819581)","36.138914, -86.819581",36.138914, -86.819581
19-25888,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/20/2019,08/29/2019,07107026100,LOVE'S TRAVEL STOP #429,"Doug Stussi, Frank C Love 24.8008%, Gregory M Love  24.8008%, Jennifer L Meyer  24.8008%, Judith M Love  .3980%, Kris Rogers, Laura Love 24.8008%, Shane Wharton, Thomas E Love  .3988%",130 W TRINITY LN,NASHVILLE,TN,37207.0,5.0,37011300.0,"130 W TRINITY LN
NASHVILLE, TN 37207
(36.206141, -86.771828)","36.206141, -86.771828",36.206141, -86.771828
21-27138,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",03/24/2021,08/31/2021,09209016300,BOLD PATRIOT BREWING COMPANY,Janet Mueller,410  39TH AVE N,NASHVILLE,TN,37209.0,24.0,37013500.0,"410 39TH AVE N
NASHVILLE, TN 37209
(36.152666, -86.833252)","36.152666, -86.833252",36.152666, -86.833252
17-00204,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/27/2016,04/14/2017,09313000800,TailGate Brewery Music Row,C&amp;I LLC,1538  Demonbreun ST,Nashville,TN,37203.0,19.0,37019500.0,"1538 Demonbreun ST
Nashville, TN 37203
(36.152775, -86.790349)","36.152775, -86.790349",36.152775, -86.790349
22-27780,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/26/2022,06/23/2022,16200006600,RAJDHANI GROCERIES & CAFE,Krishna Gurungsubba,1453  BELL RD  106,NASHVILLE,TN,37211.0,31.0,37019111.0,"1453 BELL RD 106
NASHVILLE, TN 37211
(36.044853, -86.686452)","36.044853, -86.686452",36.044853, -86.686452
20-26446,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/22/2020,04/27/2020,13400022100,Marisqueria Vallarta Mexican Grill,Armando Zaragoza,346  HARDING PL,NASHVILLE,TN,37211.0,13.0,37015613.0,"346 HARDING PL
NASHVILLE, TN 37211
(36.087082, -86.6967)","36.087082, -86.6967",36.087082, -86.6967
22-27791,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/01/2022,06/23/2022,08309013400,EMMY SQUARED,,1000  MAIN ST  101,NASHVILLE,TN,37206.0,6.0,37019200.0,"1000 MAIN ST 101
NASHVILLE, TN 37206
(36.178298, -86.751402)","36.178298, -86.751402",36.178298, -86.751402
19-26254,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/2019,12/03/2019,09613006900,EL MOJITO MEXICAN RESTAURANT,,450  DONELSON PIKE,NASHVILLE,TN,37214.0,15.0,37015100.0,"450 DONELSON PIKE
NASHVILLE, TN 37214
(36.151177, -86.666565)","36.151177, -86.666565",36.151177, -86.666565
20-26848,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/08/2020,09/10/2020,08601009300,CRAFTSMAN ON THE HILL,,3424  LEBANON PIKE,HERMITAGE,TN,37076.0,14.0,37015402.0,"3424 LEBANON PIKE
HERMITAGE, TN 37076
(36.189374, -86.627624)","36.189374, -86.627624",36.189374, -86.627624
22-27733,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/26/2022,06/23/2022,09216020500,HILTON GARDEN INN NASHVILLE VANDERBILT,,1715  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"1715 BROADWAY
NASHVILLE, TN 37203
(36.152257, -86.795086)","36.152257, -86.795086",36.152257, -86.795086
21-27374,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/18/2021,09/09/2021,08209025100,MONDAY NIGHT BREWING,,1308  ADAMS ST,NASHVILLE,TN,37208.0,19.0,37019400.0,"1308 ADAMS ST
NASHVILLE, TN 37208
(36.179356, -86.783136)","36.179356, -86.783136",36.179356, -86.783136
18-25782,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/28/2018,12/05/2019,08209037500,STEAMBOYS,,1210  2ND AVE N,NASHVILLE,TN,37208.0,19.0,37019400.0,"1210 2ND AVE N
NASHVILLE, TN 37208
(36.177161, -86.784786)","36.177161, -86.784786",36.177161, -86.784786
19-26325,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/21/2019,12/05/2019,08307000600,PORTER ROAD CITGO,mahmoud jboor,834  PORTER RD,NASHVILLE,TN,37206.0,6.0,37011700.0,"834 PORTER RD
NASHVILLE, TN 37206
(36.186024, -86.730593)","36.186024, -86.730593",36.186024, -86.730593
