GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26009902100001,2016-2020,MI,Michigan,26,Macomb County,99,210000,1,15000US260992100001,"Block Group 1, Census Tract 2100, Macomb County, Michigan",1817,0,1635,0,0,0,14,1642,175
G26009902100002,2016-2020,MI,Michigan,26,Macomb County,99,210000,2,15000US260992100002,"Block Group 2, Census Tract 2100, Macomb County, Michigan",2676,218,2413,0,0,0,45,2670,6
G26009902110001,2016-2020,MI,Michigan,26,Macomb County,99,211000,1,15000US260992110001,"Block Group 1, Census Tract 2110, Macomb County, Michigan",2227,63,1696,0,302,0,133,2005,222
G26009902110002,2016-2020,MI,Michigan,26,Macomb County,99,211000,2,15000US260992110002,"Block Group 2, Census Tract 2110, Macomb County, Michigan",662,14,644,0,0,0,4,662,0
G26009902110003,2016-2020,MI,Michigan,26,Macomb County,99,211000,3,15000US260992110003,"Block Group 3, Census Tract 2110, Macomb County, Michigan",899,18,878,0,0,0,3,899,0
G26009902110004,2016-2020,MI,Michigan,26,Macomb County,99,211000,4,15000US260992110004,"Block Group 4, Census Tract 2110, Macomb County, Michigan",2063,3,2042,0,0,0,6,2016,47
G26009902120001,2016-2020,MI,Michigan,26,Macomb County,99,212000,1,15000US260992120001,"Block Group 1, Census Tract 2120, Macomb County, Michigan",1830,0,1792,7,0,20,11,1785,45
G26009902120002,2016-2020,MI,Michigan,26,Macomb County,99,212000,2,15000US260992120002,"Block Group 2, Census Tract 2120, Macomb County, Michigan",2179,14,2102,3,0,0,60,2165,14
G26009902120003,2016-2020,MI,Michigan,26,Macomb County,99,212000,3,15000US260992120003,"Block Group 3, Census Tract 2120, Macomb County, Michigan",1506,0,1499,0,0,0,7,1506,0
G26009902140001,2016-2020,MI,Michigan,26,Macomb County,99,214000,1,15000US260992140001,"Block Group 1, Census Tract 2140, Macomb County, Michigan",1781,0,1708,3,0,0,10,1694,87
G26009902140002,2016-2020,MI,Michigan,26,Macomb County,99,214000,2,15000US260992140002,"Block Group 2, Census Tract 2140, Macomb County, Michigan",647,0,611,0,0,0,36,540,107
G26009902140003,2016-2020,MI,Michigan,26,Macomb County,99,214000,3,15000US260992140003,"Block Group 3, Census Tract 2140, Macomb County, Michigan",585,6,558,0,0,0,21,585,0
G26009902145001,2016-2020,MI,Michigan,26,Macomb County,99,214500,1,15000US260992145001,"Block Group 1, Census Tract 2145, Macomb County, Michigan",1635,0,1495,13,0,0,114,1530,105
G26009902145002,2016-2020,MI,Michigan,26,Macomb County,99,214500,2,15000US260992145002,"Block Group 2, Census Tract 2145, Macomb County, Michigan",1124,13,1070,0,0,0,41,1116,8
G26009902145003,2016-2020,MI,Michigan,26,Macomb County,99,214500,3,15000US260992145003,"Block Group 3, Census Tract 2145, Macomb County, Michigan",1411,0,1411,0,0,0,0,1411,0
G26009902145004,2016-2020,MI,Michigan,26,Macomb County,99,214500,4,15000US260992145004,"Block Group 4, Census Tract 2145, Macomb County, Michigan",145,0,145,0,0,0,0,145,0
G26009902150001,2016-2020,MI,Michigan,26,Macomb County,99,215000,1,15000US260992150001,"Block Group 1, Census Tract 2150, Macomb County, Michigan",2033,0,2024,0,0,0,9,2033,0
G26009902150002,2016-2020,MI,Michigan,26,Macomb County,99,215000,2,15000US260992150002,"Block Group 2, Census Tract 2150, Macomb County, Michigan",2016,35,1967,14,0,0,0,2016,0
G26009902150003,2016-2020,MI,Michigan,26,Macomb County,99,215000,3,15000US260992150003,"Block Group 3, Census Tract 2150, Macomb County, Michigan",1745,108,1539,0,0,0,98,1745,0
G26009902152011,2016-2020,MI,Michigan,26,Macomb County,99,215201,1,15000US260992152011,"Block Group 1, Census Tract 2152.01, Macomb County, Michigan",3149,0,3123,0,0,0,26,3041,108
G26009902152012,2016-2020,MI,Michigan,26,Macomb County,99,215201,2,15000US260992152012,"Block Group 2, Census Tract 2152.01, Macomb County, Michigan",2204,17,2086,52,0,0,49,2021,183
G26009902152013,2016-2020,MI,Michigan,26,Macomb County,99,215201,3,15000US260992152013,"Block Group 3, Census Tract 2152.01, Macomb County, Michigan",608,19,589,0,0,0,0,608,0
G26009902152021,2016-2020,MI,Michigan,26,Macomb County,99,215202,1,15000US260992152021,"Block Group 1, Census Tract 2152.02, Macomb County, Michigan",1493,0,1493,0,0,0,0,1471,22
G26009902152022,2016-2020,MI,Michigan,26,Macomb County,99,215202,2,15000US260992152022,"Block Group 2, Census Tract 2152.02, Macomb County, Michigan",1220,0,1215,2,0,0,3,1189,31
G26009902153001,2016-2020,MI,Michigan,26,Macomb County,99,215300,1,15000US260992153001,"Block Group 1, Census Tract 2153, Macomb County, Michigan",2277,0,2085,21,0,0,171,2140,137
G26009902153002,2016-2020,MI,Michigan,26,Macomb County,99,215300,2,15000US260992153002,"Block Group 2, Census Tract 2153, Macomb County, Michigan",2181,208,1806,11,0,1,141,2159,22
G26009902155001,2016-2020,MI,Michigan,26,Macomb County,99,215500,1,15000US260992155001,"Block Group 1, Census Tract 2155, Macomb County, Michigan",2152,10,1992,150,0,0,0,2124,28
